":ID","id","name","fullName","scheme","firstReleaseYear:int","governanceStatement","statusStatement","description","sourceJurisdictionLabel","assertedBy","authoritativeSource","sourceVersion","mappingStatus","judgementReason","whyAStandard","isNiche:boolean","evidenceStatus",":LABEL","regulatoryRequirementReference"
"regulation:eu-cloud-coc","eu-cloud-coc","EU Cloud CoC","EU Cloud Code of Conduct","","2021","SCOPE Europe","Approved under GDPR Article 40 (2021); monitored by SCOPE Europe","A code of conduct for cloud providers acting as processors, formally approved by the Belgian data protection authority under GDPR Article 40 with an accredited monitoring body. | Adherence is one of the mechanisms GDPR explicitly recognises for demonstrating sufficient guarantees from a processor, which makes it a lighter alternative to bespoke due diligence when it is available.","EU","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:soc2","soc2","SOC 2","Trust Services Criteria (SOC 2)","","2011","AICPA","Trust Services Criteria (2017, revised points of focus 2022)","An attestation report by an independent auditor against five trust services criteria: security, availability, processing integrity, confidentiality and privacy. A Type I report covers design at a point in time; Type II covers operating effectiveness over a period. | Not a certification and not a European instrument, but for SaaS vendors it is the de-facto entry ticket, and the Type II report is the evidence pack most third-party risk teams open first.","US / Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:isae-3402","isae-3402","ISAE 3402","Assurance Reports on Controls at a Service Organization","","2009","IAASB","Effective since 2011; the international counterpart to SSAE 18","The international assurance standard for reporting on controls at a service organisation that are relevant to its customers' financial reporting: the report an outsourced provider gives its clients' auditors. | Where SOC 2 answers security questions, ISAE 3402 answers the auditor's question about whether your controls can be relied on in someone else's financial statements. ISAE 3000 covers the same mechanics for non-financial subject matter, including BSI C5.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:spdx","spdx","SPDX","System Package Data Exchange","","2011","Linux Foundation","SPDX 3.0 (2024), 3.1 in review; version 2.2.1 published as ISO/IEC 5962:2021","A bill-of-materials standard for describing software components, licences, copyrights and security references. SPDX 3.0 generalised the model to cover builds, AI models, datasets and services alongside packages. | The dataset and AI profiles matter here: they are the closest thing to a standard way of shipping a machine-readable declaration of what data a model was trained on.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:cyclonedx","cyclonedx","CycloneDX","CycloneDX Bill of Materials","","2017","OWASP","CycloneDX v1.7, published as ECMA-424 (2nd edition, 2025); SBOM, SaaSBOM, ML-BOM, CBOM and VEX","A bill-of-materials standard designed for security use cases, covering software, services, hardware, machine learning models and cryptographic assets, with VEX support for stating whether a vulnerability actually affects you. | The ML-BOM and CBOM profiles are directly regulatory: one documents model and dataset provenance, the other inventories cryptography ahead of post-quantum migration mandates.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:slsa","slsa","SLSA","Supply-chain Levels for Software Artifacts","","2021","OpenSSF","v1.2 current, adding a source track; v1.0 released 2023","A framework of graduated levels for build integrity and provenance: what a build platform must guarantee at each of build levels L0 to L3, and what the resulting provenance attestation must say about how an artefact was produced. Version 1.2 adds a source track alongside it. | It is the concrete answer to ""prove this binary came from that source"", the requirement underneath most modern software supply chain expectations.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:sigstore","sigstore","Sigstore","Sigstore","","2021","OpenSSF","Production; Fulcio, Rekor and Cosign","Signing infrastructure for software artefacts using short-lived certificates tied to an OIDC identity, with signatures recorded in a public transparency log. | The keyless model is why it gets adopted: no long-lived signing key to protect, and the transparency log gives an auditor something to check independently.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:in-toto","in-toto","in-toto","in-toto Attestation Framework","","2016","CNCF","CNCF graduated project (2025); in-toto Attestation Framework v1.0","A framework for cryptographically verifying that every step of a software supply chain was carried out by the intended party, in the intended order, on the intended materials. | Its attestation format is the substrate SLSA provenance is carried in, so adopt it as plumbing rather than as a programme of its own.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:gaia-x","gaia-x","Gaia-X","Gaia-X Trust Framework","","2021","Gaia-X AISBL","Trust Framework with compliance and clearing house services","A trust framework for European data infrastructure: self-descriptions of participants, services and resources as verifiable credentials, validated against machine-readable compliance rules by clearing houses. | The idea worth borrowing regardless of your view on the initiative is that jurisdiction, data location and applicable law become attributes of a service that a machine can check, not claims in a sales deck.","EU","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:dataspace-protocol","dataspace-protocol","Dataspace Protocol","Dataspace Protocol","","2023","IDSA / Eclipse Dataspace Working Group","Release 2025-1; maintained by the Eclipse Dataspace Working Group","A protocol for sovereign data exchange: catalogue discovery, contract negotiation over ODRL usage policies, and a transfer process that hands off to whatever data plane the parties agree on. | It is the machinery that makes ""data stays under the provider's terms"" enforceable across organisational boundaries, and the reference protocol for EU data space implementations such as the Eclipse Dataspace Components.","EU","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:dssc-blueprint","dssc-blueprint","DSSC Blueprint","Data Spaces Blueprint","","2023","Data Spaces Support Centre","Blueprint 3.0, the concluding version of the DSSC project","The European Commission-funded reference blueprint for data spaces: the building blocks a data space needs for identity, trust, contracts, vocabularies, and data exchange, with the standards that fill each slot. | Read it as the index to the sector data spaces being built under the Data Governance Act and the Data Act: it tells you which specification each participating initiative expects you to implement.","EU","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:ids-ram","ids-ram","IDS-RAM","International Data Spaces Reference Architecture Model","","2019","International Data Spaces Association","RAM 4 is the stable edition, with 2026-1 in draft; the connector concept lives on in the Dataspace Protocol","The architecture model that introduced the data space vocabulary in Europe: connectors, identity providers, clearing houses, vocabulary hubs, and the sovereign exchange of data between them. | Its concepts survive; its own protocol layer has effectively been superseded by the Dataspace Protocol, which is where the interoperability work has moved.","EU","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:saml","saml","SAML","Security Assertion Markup Language","","2002","OASIS","SAML 2.0 OASIS Standard (2005)","The XML standard for exchanging authentication and authorisation assertions between an identity provider and a service provider. It is what most enterprise single sign-on still runs on. | It matters here because access control evidence starts with authentication: an auditor asking who could reach a data set is really asking which identity provider vouched for them, and what the assertion claimed.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:oauth2","oauth2","OAuth 2.0","OAuth 2.0 Authorization Framework","","2012","IETF","RFC 6749 with a large family of extensions","The delegated authorisation framework behind almost every modern API: a client obtains a scoped, time limited token instead of the user's credentials. | Scopes and token lifetimes are the enforcement points a control framework leans on, and token issuance logs are the evidence that least privilege was more than an intention.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:oidc","oidc","OpenID Connect","OpenID Connect Core","","2014","OpenID Foundation","OpenID Connect Core 1.0; widely certified","An identity layer on top of OAuth 2.0: the ID token carries verified claims about who the user is, alongside the access token that says what they may do. | Its certification programme is the practical part. Where a control requires federated identity, pointing at a certified implementation is a shorter conversation than describing your own.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:scim","scim","SCIM","System for Cross-domain Identity Management","","2015","IETF","SCIM 2.0 (RFC 7642, 7643, 7644)","A schema and REST protocol for provisioning and deprovisioning user accounts and groups between systems. | Deprovisioning is the audit finding it prevents. Joiner, mover and leaver controls only hold if account removal propagates automatically to every tool holding data, which is precisely what SCIM automates.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:did","did","DID","Decentralized Identifiers","","2022","W3C","DID Core 1.0 W3C Recommendation (2022)","Globally unique identifiers that resolve to a document describing how to authenticate the subject, without depending on a central registry. | The reason it appears on a compliance map: European data spaces and agent ecosystems both need a party to prove who it is across organisational boundaries, and a DID is the identifier those trust frameworks are built on.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:verifiable-credentials","verifiable-credentials","Verifiable Credentials","Verifiable Credentials Data Model","","2019","W3C","VC Data Model 2.0 W3C Recommendation","A data model for tamper evident claims that a holder can present and a verifier can check cryptographically, without contacting the issuer. | Gaia-X self descriptions and the EU digital identity wallet both rest on it. It is how an assertion such as ""this service is certified and hosted in the EU"" becomes machine checkable rather than a claim in a brochure.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:acp","acp","ACP","Agent Communication Protocol","","2025","Linux Foundation","Merged into A2A under the Linux Foundation (2025)","An open protocol for agents to discover each other and exchange tasks, launched by IBM Research in 2025 for the BeeAI platform and donated to the Linux Foundation with it. | Listed for completeness rather than as a target: the effort has been folding into A2A, so new work should look there first.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:ag-ui","ag-ui","AG-UI","Agent User Interaction Protocol","","2025","CopilotKit and the AG-UI community","Open specification with reference implementations","An event based protocol between agent backends and user facing applications, covering streaming output, tool calls, state updates and human approval steps. | Its compliance relevance is human oversight. Where the AI Act expects a person to be able to intervene, the interaction protocol is where that intervention is actually implemented and logged.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"regulation:ap2","ap2","AP2","Agent Payments Protocol","","2025","Google; standardisation moving to the FIDO Alliance","v0.2 (2025); open specification, early adoption","A protocol for payments initiated by agents, using signed mandates and verifiable credentials so that intent, authorisation and execution can each be proven after the fact. | Payments are where agent autonomy meets regulated ground: strong customer authentication, audit trails and liability all need an answer before an agent may spend anything. The FIDO Alliance has taken up the standardisation work through its agentic authentication and payments working groups.","Global","","","","","","","","DIRECT_OBSERVATION","LandscapeEntry;DataRegulationLandscapeEntry",""
"mapping:csa-ccm-to-nist-csf","csa-ccm-to-nist-csf","CSA CCM to NIST CSF mapping","","","","","","","","Cloud Security Alliance","https://cloudsecurityalliance.org/research/cloud-controls-matrix","4.1","PUBLISHED","","","","OFFICIAL_SOURCE","ComplianceMapping",""
"mapping:csa-ccm-to-iso-27001","csa-ccm-to-iso-27001","CSA CCM to ISO/IEC 27001 mapping","","","","","","","","Cloud Security Alliance","https://cloudsecurityalliance.org/research/cloud-controls-matrix","4.1","PUBLISHED","","","","OFFICIAL_SOURCE","ComplianceMapping",""
"mapping:eu-cloud-coc-to-gdpr","eu-cloud-coc-to-gdpr","EU Cloud CoC to GDPR mapping","","","","","","","","European Data Protection Board and Belgian Data Protection Authority","https://www.autoriteprotectiondonnees.be/index.php/lautorite-de-protection-des-donnees-approuve-son-premier-code-de-conduite-europeen","2021 approved code","PUBLISHED","","","","OFFICIAL_SOURCE","ComplianceMapping",""
"component-mapping:data-product-definition-odps","data-product-definition-odps","Data product definition to ODPS mapping","","","","","","ODPS is a candidate implementation option for data product definition; selection remains subject to the pipeline's requirements and constraints.","","","https://github.com/bitol-io/open-data-product-standard | https://bitol.io","","","","","","CURATED_DESIGN_MAPPING","ComponentImplementationMapping",""
"component-mapping:data-contract-definition-odcs","data-contract-definition-odcs","Data contract definition to ODCS mapping","","","","","","ODCS is a candidate implementation option for data contract definition; selection remains subject to the pipeline's requirements and constraints.","","","https://bitol.io | https://github.com/bitol-io/open-data-contract-standard | https://bitol-io.github.io/open-data-contract-standard/latest/ | https://github.com/datacontract/datacontract-cli","","","","","","CURATED_DESIGN_MAPPING","ComponentImplementationMapping",""
"component-mapping:semantic-description-ossie","semantic-description-ossie","Semantic description to Ossie mapping","","","","","","Ossie is a candidate implementation option for semantic description; selection remains subject to the pipeline's requirements and constraints.","","","https://ossie.apache.org | https://github.com/apache/ossie | https://ossie.apache.org/updates/ossie-enters-apache-incubator/","","","","","","CURATED_DESIGN_MAPPING","ComponentImplementationMapping",""
"component-mapping:trigger-invocation-cloudevents","trigger-invocation-cloudevents","Trigger invocation to CloudEvents mapping","","","","","","CloudEvents is a candidate implementation option for trigger invocation; selection remains subject to the pipeline's requirements and constraints.","","","https://cloudevents.io | https://github.com/cloudevents/spec","","","","","","CURATED_DESIGN_MAPPING","ComponentImplementationMapping",""
"component-mapping:workload-planning-airflow","workload-planning-airflow","Workload planning to Apache Airflow mapping","","","","","","Apache Airflow is a candidate implementation option for workload planning; selection remains subject to the pipeline's requirements and constraints.","","","https://airflow.apache.org/docs/apache-airflow/stable/index.html","","","","","","CURATED_DESIGN_MAPPING","ComponentImplementationMapping",""
"component-mapping:workload-planning-prefect","workload-planning-prefect","Workload planning to Prefect mapping","","","","","","Prefect is a candidate implementation option for workload planning; selection remains subject to the pipeline's requirements and constraints.","","","https://docs.prefect.io/v3/","","","","","","CURATED_DESIGN_MAPPING","ComponentImplementationMapping",""
"component-mapping:workload-planning-temporal","workload-planning-temporal","Workload planning to Temporal mapping","","","","","","Temporal is a candidate implementation option for workload planning; selection remains subject to the pipeline's requirements and constraints.","","","https://docs.temporal.io/","","","","","","CURATED_DESIGN_MAPPING","ComponentImplementationMapping",""
"component-mapping:secure-read-access-opa","secure-read-access-opa","Secure read access to OPA mapping","","","","","","OPA is a candidate implementation option for secure read access; selection remains subject to the pipeline's requirements and constraints.","","","https://www.openpolicyagent.org","","","","","","CURATED_DESIGN_MAPPING","ComponentImplementationMapping",""
"component-mapping:source-connectivity-adbc","source-connectivity-adbc","Source connectivity to ADBC mapping","","","","","","ADBC is a candidate implementation option for source connectivity; selection remains subject to the pipeline's requirements and constraints.","","","https://arrow.apache.org/adbc/","","","","","","CURATED_DESIGN_MAPPING","ComponentImplementationMapping",""
"component-mapping:source-connectivity-jdbc","source-connectivity-jdbc","Source connectivity to JDBC mapping","","","","","","JDBC is a candidate implementation option for source connectivity; selection remains subject to the pipeline's requirements and constraints.","","","https://docs.oracle.com/javase/tutorial/jdbc/","","","","","","CURATED_DESIGN_MAPPING","ComponentImplementationMapping",""
"component-mapping:source-connectivity-odbc","source-connectivity-odbc","Source connectivity to ODBC mapping","","","","","","ODBC is a candidate implementation option for source connectivity; selection remains subject to the pipeline's requirements and constraints.","","","https://www.iso.org/standard/76585.html | https://learn.microsoft.com/en-us/sql/odbc/reference/odbc-overview","","","","","","CURATED_DESIGN_MAPPING","ComponentImplementationMapping",""
"component-mapping:source-connectivity-http","source-connectivity-http","Source connectivity to HTTP mapping","","","","","","HTTP is a candidate implementation option for source connectivity; selection remains subject to the pipeline's requirements and constraints.","","","https://www.rfc-editor.org/rfc/rfc9110","","","","","","CURATED_DESIGN_MAPPING","ComponentImplementationMapping",""
"component-mapping:workload-execution-orchestration-airflow","workload-execution-orchestration-airflow","Workload execution/orchestration to Apache Airflow mapping","","","","","","Apache Airflow is a candidate implementation option for workload execution/orchestration; selection remains subject to the pipeline's requirements and constraints.","","","https://airflow.apache.org/docs/apache-airflow/stable/index.html","","","","","","CURATED_DESIGN_MAPPING","ComponentImplementationMapping",""
"component-mapping:workload-execution-orchestration-prefect","workload-execution-orchestration-prefect","Workload execution/orchestration to Prefect mapping","","","","","","Prefect is a candidate implementation option for workload execution/orchestration; selection remains subject to the pipeline's requirements and constraints.","","","https://docs.prefect.io/v3/","","","","","","CURATED_DESIGN_MAPPING","ComponentImplementationMapping",""
"component-mapping:workload-execution-orchestration-temporal","workload-execution-orchestration-temporal","Workload execution/orchestration to Temporal mapping","","","","","","Temporal is a candidate implementation option for workload execution/orchestration; selection remains subject to the pipeline's requirements and constraints.","","","https://docs.temporal.io/","","","","","","CURATED_DESIGN_MAPPING","ComponentImplementationMapping",""
"component-mapping:workload-execution-orchestration-dbt","workload-execution-orchestration-dbt","Workload execution/orchestration to dbt mapping","","","","","","dbt is a candidate implementation option for workload execution/orchestration; selection remains subject to the pipeline's requirements and constraints.","","","https://www.getdbt.com","","","","","","CURATED_DESIGN_MAPPING","ComponentImplementationMapping",""
"component-mapping:state-and-idempotency-airflow","state-and-idempotency-airflow","State and idempotency to Apache Airflow mapping","","","","","","Apache Airflow is a candidate implementation option for state and idempotency; selection remains subject to the pipeline's requirements and constraints.","","","https://airflow.apache.org/docs/apache-airflow/stable/index.html","","","","","","CURATED_DESIGN_MAPPING","ComponentImplementationMapping",""
"component-mapping:state-and-idempotency-prefect","state-and-idempotency-prefect","State and idempotency to Prefect mapping","","","","","","Prefect is a candidate implementation option for state and idempotency; selection remains subject to the pipeline's requirements and constraints.","","","https://docs.prefect.io/v3/","","","","","","CURATED_DESIGN_MAPPING","ComponentImplementationMapping",""
"component-mapping:state-and-idempotency-temporal","state-and-idempotency-temporal","State and idempotency to Temporal mapping","","","","","","Temporal is a candidate implementation option for state and idempotency; selection remains subject to the pipeline's requirements and constraints.","","","https://docs.temporal.io/","","","","","","CURATED_DESIGN_MAPPING","ComponentImplementationMapping",""
"component-mapping:validation-and-contract-binding-odcs","validation-and-contract-binding-odcs","Validation and contract binding to ODCS mapping","","","","","","ODCS is a candidate implementation option for validation and contract binding; selection remains subject to the pipeline's requirements and constraints.","","","https://bitol.io | https://github.com/bitol-io/open-data-contract-standard | https://bitol-io.github.io/open-data-contract-standard/latest/ | https://github.com/datacontract/datacontract-cli","","","","","","CURATED_DESIGN_MAPPING","ComponentImplementationMapping",""
"component-mapping:validation-and-contract-binding-dbt-tests","validation-and-contract-binding-dbt-tests","Validation and contract binding to dbt tests mapping","","","","","","dbt tests is a candidate implementation option for validation and contract binding; selection remains subject to the pipeline's requirements and constraints.","","","https://docs.getdbt.com/docs/build/data-tests","","","","","","CURATED_DESIGN_MAPPING","ComponentImplementationMapping",""
"component-mapping:failure-isolation-airflow","failure-isolation-airflow","Failure isolation to Apache Airflow mapping","","","","","","Apache Airflow is a candidate implementation option for failure isolation; selection remains subject to the pipeline's requirements and constraints.","","","https://airflow.apache.org/docs/apache-airflow/stable/index.html","","","","","","CURATED_DESIGN_MAPPING","ComponentImplementationMapping",""
"component-mapping:failure-isolation-prefect","failure-isolation-prefect","Failure isolation to Prefect mapping","","","","","","Prefect is a candidate implementation option for failure isolation; selection remains subject to the pipeline's requirements and constraints.","","","https://docs.prefect.io/v3/","","","","","","CURATED_DESIGN_MAPPING","ComponentImplementationMapping",""
"component-mapping:failure-isolation-temporal","failure-isolation-temporal","Failure isolation to Temporal mapping","","","","","","Temporal is a candidate implementation option for failure isolation; selection remains subject to the pipeline's requirements and constraints.","","","https://docs.temporal.io/","","","","","","CURATED_DESIGN_MAPPING","ComponentImplementationMapping",""
"component-mapping:secure-write-access-opa","secure-write-access-opa","Secure write access to OPA mapping","","","","","","OPA is a candidate implementation option for secure write access; selection remains subject to the pipeline's requirements and constraints.","","","https://www.openpolicyagent.org","","","","","","CURATED_DESIGN_MAPPING","ComponentImplementationMapping",""
"component-mapping:metadata-registration-iceberg-catalog","metadata-registration-iceberg-catalog","Metadata registration to Iceberg Catalog mapping","","","","","","Iceberg Catalog is a candidate implementation option for metadata registration; selection remains subject to the pipeline's requirements and constraints.","","","https://iceberg.apache.org/terms/#catalog","","","","","","CURATED_DESIGN_MAPPING","ComponentImplementationMapping",""
"component-mapping:store-write-data-product-iceberg","store-write-data-product-iceberg","Store/write data product to Iceberg mapping","","","","","","Iceberg is a candidate implementation option for store/write data product; selection remains subject to the pipeline's requirements and constraints.","","","https://iceberg.apache.org","","","","","","CURATED_DESIGN_MAPPING","ComponentImplementationMapping",""
"component-mapping:store-write-data-product-delta","store-write-data-product-delta","Store/write data product to Delta mapping","","","","","","Delta is a candidate implementation option for store/write data product; selection remains subject to the pipeline's requirements and constraints.","","","https://delta.io","","","","","","CURATED_DESIGN_MAPPING","ComponentImplementationMapping",""
"component-mapping:store-write-data-product-hudi","store-write-data-product-hudi","Store/write data product to Hudi mapping","","","","","","Hudi is a candidate implementation option for store/write data product; selection remains subject to the pipeline's requirements and constraints.","","","https://hudi.apache.org","","","","","","CURATED_DESIGN_MAPPING","ComponentImplementationMapping",""
"component-regulatory:secure-read-access-gdpr","secure-read-access-gdpr","Secure read access to GDPR context","","","","","","Secure read access is a direct technical means for restricting who may access personal data and for supporting confidentiality controls; applicability and the appropriate measures remain context- and risk-dependent.","","Entropy Data","https://eur-lex.europa.eu/eli/reg/2016/679/oj/eng","Regulation (EU) 2016/679","REVIEWED","","","","CURATED_REGULATORY_RELEVANCE","ComponentRegulatoryMapping","GDPR Article 32(1)(b), 32(2) and 32(4)"
"component-regulatory:secure-read-access-hipaa","secure-read-access-hipaa","Secure read access to HIPAA context","","","","","","Secure read access is a direct technical means for the HIPAA Security Rule access-control standard that allows access to ePHI only by authorised persons.","","Entropy Data","https://www.hhs.gov/hipaa/for-professionals/security/laws-regulations/index.html","HIPAA Security Rule currently in effect","REVIEWED","","","","CURATED_REGULATORY_RELEVANCE","ComponentRegulatoryMapping","45 CFR 164.312(a)(1) — Access control"
"component-regulatory:secure-read-access-nist-800-53","secure-read-access-nist-800-53","Secure read access to NIST SP 800-53 context","","","","","","Secure read access is a direct technical means for enforcing approved authorisations for logical access to information and system resources; selecting and configuring the policy remains an organisational control decision.","","Entropy Data","https://doi.org/10.6028/NIST.SP.800-53r5","NIST SP 800-53 Revision 5","REVIEWED","","","","CURATED_REGULATORY_RELEVANCE","ComponentRegulatoryMapping","NIST SP 800-53 Rev. 5 AC-3 — Access Enforcement"
"component-regulatory:secure-write-access-gdpr","secure-write-access-gdpr","Secure write access to GDPR context","","","","","","Secure write access is a direct technical means for protecting personal data against unauthorised alteration and for supporting integrity controls; it is only one part of the required technical and organisational measures.","","Entropy Data","https://eur-lex.europa.eu/eli/reg/2016/679/oj/eng","Regulation (EU) 2016/679","REVIEWED","","","","CURATED_REGULATORY_RELEVANCE","ComponentRegulatoryMapping","GDPR Article 32(1)(b) and 32(2)"
"component-regulatory:secure-write-access-hipaa","secure-write-access-hipaa","Secure write access to HIPAA context","","","","","","Secure write access is a direct technical means for protecting ePHI from improper alteration or destruction under the HIPAA Security Rule integrity standard.","","Entropy Data","https://www.hhs.gov/hipaa/for-professionals/compliance-enforcement/audit/protocol/index.html","HIPAA Audit Protocol, updated July 2018","REVIEWED","","","","CURATED_REGULATORY_RELEVANCE","ComponentRegulatoryMapping","45 CFR 164.312(c)(1) — Integrity"
"component-regulatory:secure-write-access-nist-800-53","secure-write-access-nist-800-53","Secure write access to NIST SP 800-53 context","","","","","","Secure write access is a direct technical means for detecting and protecting against unauthorised changes to information; integrity monitoring and write controls still require policy selection and operational evidence.","","Entropy Data","https://doi.org/10.6028/NIST.SP.800-53r5","NIST SP 800-53 Revision 5","REVIEWED","","","","CURATED_REGULATORY_RELEVANCE","ComponentRegulatoryMapping","NIST SP 800-53 Rev. 5 SI-7 — Software, Firmware, and Information Integrity"
"component-regulatory:validation-and-contract-binding-nist-800-53","validation-and-contract-binding-nist-800-53","Validation and contract binding to NIST SP 800-53 context","","","","","","Validation and contract binding are a direct technical means for checking information inputs and handling invalid inputs predictably; a contract implementation must still select and enforce the applicable constraints.","","Entropy Data","https://doi.org/10.6028/NIST.SP.800-53r5","NIST SP 800-53 Revision 5","REVIEWED","","","","CURATED_REGULATORY_RELEVANCE","ComponentRegulatoryMapping","NIST SP 800-53 Rev. 5 SI-10 — Information Input Validation"
"component-regulatory:validation-and-contract-binding-bcbs-239","validation-and-contract-binding-bcbs-239","Validation and contract binding to BCBS 239 context","","","","","","Validation and contract binding are a direct technical means for checking accuracy and integrity constraints on risk and reporting data; BCBS 239 still expects broader governance, aggregation and reporting controls beyond pipeline validation.","","Entropy Data","https://www.bis.org/publ/bcbs239.htm","BCBS 239 (January 2013)","REVIEWED","","","","CURATED_REGULATORY_RELEVANCE","ComponentRegulatoryMapping","BCBS 239 Principle 3 — Accuracy and integrity"
"component-regulatory:metadata-registration-gdpr","metadata-registration-gdpr","Metadata registration to GDPR context","","","","","","Metadata registration is a direct technical means for capturing purposes, data categories, recipients, transfers, retention and security measures needed for records of processing; a catalogue record is not automatically a complete Article 30 record.","","Entropy Data","https://eur-lex.europa.eu/eli/reg/2016/679/oj/eng","Regulation (EU) 2016/679","REVIEWED","","","","CURATED_REGULATORY_RELEVANCE","ComponentRegulatoryMapping","GDPR Article 30 — Records of processing activities"
"component-regulatory:metadata-registration-iso-11179","metadata-registration-iso-11179","Metadata registration to ISO/IEC 11179 context","","","","","","Metadata registration directly aligns with the ISO/IEC 11179 metadata-registry family, including registration of dataset metadata, provenance, quality, fitness and risk information.","","Entropy Data","https://www.iso.org/standard/81725.html","ISO/IEC 11179-33:2023","REVIEWED","","","","CURATED_REGULATORY_RELEVANCE","ComponentRegulatoryMapping","ISO/IEC 11179-33:2023 — Metamodel for data set registration"
"component-regulatory:metadata-registration-bcbs-239","metadata-registration-bcbs-239","Metadata registration to BCBS 239 context","","","","","","Metadata registration is a direct technical means for documenting ownership, lineage, definitions and quality characteristics required by a coherent risk-data architecture; BCBS 239 does not prescribe a specific registry product.","","Entropy Data","https://www.bis.org/publ/bcbs239.htm","BCBS 239 (January 2013)","REVIEWED","","","","CURATED_REGULATORY_RELEVANCE","ComponentRegulatoryMapping","BCBS 239 Principle 2 — Data architecture and IT infrastructure"
"component-regulatory:failure-isolation-nist-800-53","failure-isolation-nist-800-53","Failure isolation to NIST SP 800-53 context","","","","","","Failure isolation is a direct technical means for limiting the impact of predictable component failures and for supporting controlled failure handling; NIST SI-13 still requires organisational failure analysis and recovery planning beyond isolation alone.","","Entropy Data","https://doi.org/10.6028/NIST.SP.800-53r5","NIST SP 800-53 Revision 5","REVIEWED","","","","CURATED_REGULATORY_RELEVANCE","ComponentRegulatoryMapping","NIST SP 800-53 Rev. 5 SI-13 — Predictable Failure Prevention"
